Document_title,Stop number,BOL_Number,BOL_Key,Origin_Address,O_A_Key,Origin_Zip,Origin_City,Origin_State,Origin_Country,Weight_label,Weight,Dest_Address,D_A_Key,Dest_Zip,Dest_City,Dest_State,Dest_Country,B_T_Key,Bill_To_Address,Bill_To_Zip,Bill_To_City,Bill_To_State,Bill_To_Country,Pickup_Date,Delivery_Date
BaseTender-2162368,0,2162368,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/3/2023,8/4/2023
BaseTender-2162369,0,2162369,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/1/2023,8/2/2023
BaseTender-2162370,0,2162370,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,9/5/2023,9/6/2023
BaseTender-2162371,0,2162371,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/8/2023,8/9/2023
BaseTender-2162372,0,2162372,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/22/2023,8/23/2023
BaseTender-2162373,0,2162373,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,9/12/2023,9/13/2023
BaseTender-2162374,0,2162374,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/24/2023,8/25/2023
BaseTender-2162375,0,2162375,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/29/2023,8/30/2023
BaseTender-2162376,0,2162376,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,9/19/2023,9/20/2023
BaseTender-2162377 (2),0,2162377,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/10/2023,8/11/2023
BaseTender-2162378,0,2162378,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/15/2023,8/16/2023
BaseTender-2162379,0,2162379,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,9/7/2023,9/8/2023
BaseTender-2162380 (1),0,2162380,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-SEATTLE (1ST) 5958 1st Ave S Seattle, WA 98134",Destination,98134,SEATTLE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,9/26/2023,9/27/2023
BaseTender-2162435,0,2162435,REF,"NSM-Grand Prairie 721 Parkway Drive Grand Prairie, TX 75051",Origin,75051,GRAND PRAIRIE,TX,USA,Weight,44532,"PEPSI/QUAKER OATS-GRAND PRAIRI 803 W North Carrier Parkway Grand Prairie, TX 75050",Destination,75050,GRAND PRAIRIE,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/19/2023,6/19/2023
BaseTender-2162441,0,2162441,REF,"NSM-Grand Prairie 721 Parkway Drive Grand Prairie, TX 75051",Origin,75051,GRAND PRAIRIE,TX,USA,Weight,44532,"PEPSI/QUAKER OATS-GRAND PRAIRI 803 W North Carrier Parkway Grand Prairie, TX 75050",Destination,75050,GRAND PRAIRIE,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/20/2023,6/20/2023
BaseTender-2162441,0,2162442,REF,"NSM-Grand Prairie 721 Parkway Drive Grand Prairie, TX 75051",Origin,75051,GRAND PRAIRIE,TX,USA,Weight,44532,"PEPSI/QUAKER OATS-GRAND PRAIRI 803 W North Carrier Parkway Grand Prairie, TX 75050",Destination,75050,GRAND PRAIRIE,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/20/2023,6/20/2023
BaseTender-2162449,0,2162449,REF,"NSM-Grand Prairie 721 Parkway Drive Grand Prairie, TX 75051",Origin,75051,GRAND PRAIRIE,TX,USA,Weight,44532,"PEPSI/QUAKER OATS-GRAND PRAIRI 803 W North Carrier Parkway Grand Prairie, TX 75050",Destination,75050,GRAND PRAIRIE,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/21/2023,6/21/2023
BaseTender-2162450,0,2162450,REF,"NSM-Grand Prairie 721 Parkway Drive Grand Prairie, TX 75051",Origin,75051,GRAND PRAIRIE,TX,USA,Weight,44532,"PEPSI/QUAKER OATS-GRAND PRAIRI 803 W North Carrier Parkway Grand Prairie, TX 75050",Destination,75050,GRAND PRAIRIE,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/21/2023,6/21/2023
BaseTender-2162456,0,2162456,REF,"NSM-Grand Prairie 721 Parkway Drive Grand Prairie, TX 75051",Origin,75051,GRAND PRAIRIE,TX,USA,Weight,44532,"PEPSI/QUAKER OATS-GRAND PRAIRI 803 W North Carrier Parkway Grand Prairie, TX 75050",Destination,75050,GRAND PRAIRIE,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/22/2023,6/22/2023
BaseTender-2162457,0,2162457,REF,"NSM-Grand Prairie 721 Parkway Drive Grand Prairie, TX 75051",Origin,75051,GRAND PRAIRIE,TX,USA,Weight,44532,"PEPSI/QUAKER OATS-GRAND PRAIRI 803 W North Carrier Parkway Grand Prairie, TX 75050",Destination,75050,GRAND PRAIRIE,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/22/2023,6/22/2023
BaseTender-2162478,0,2162478,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"Central California Baking Co. 701 Industrial Drive Exeter, CA 93221",Destination,93221,EXETER,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/20/2023,6/22/2023
BaseTender-2162490,0,2162490,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KROGER IND-LA HABRA 850 S Cypress St Leslie St Entrance La Habra, CA 90631",Destination,90631,LA HABRA,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/4/2023,7/6/2023
BaseTender-2162498,0,2162498,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BEAVERTON FOODS-HILLSBORO 7100 NW Century Blvd Hillsboro, OR 97124",Destination,97124,HILLSBORO,OR,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/22/2023,6/23/2023
BaseTender-2162548,0,2162548,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,41530,"TOPCO/STATER BROS-SAN BERNARDI 311 S Tippecanoe Ave San Bernardino, CA 92408",Destination,92408,SAN BERNADINO,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/27/2023,6/29/2023
BaseTender-2162629,0,2162629,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK/KRISPY KREME-LAS VEGA 2570 Kiel Way North Las Vegas, NV 89030",Destination,89030,NORTH LAS VEGAS,NV,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/28/2023,6/29/2023
BaseTender-2162645,0,2162645,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.97,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/5/2023,7/6/2023
BaseTender-2162646,0,2162646,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42882.97,"PLUSH PIPPIN PIE-KENT 21331 88TH PLACE S BUILDING F Kent, WA 98031",Destination,98031,KENT,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/6/2023,7/7/2023
BaseTender-2162677,0,2162677,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43197,"INTELLIGENT BLENDS 5330 EASTGATE MALL SAN DIEGO, CA 92121",Destination,92121,SAN DIEGO,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/19/2023,6/19/2023
BaseTender-2162721,0,2162721,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,42624,"ALBERTSONS-IRVINE 9300 Toledo Way Irvine, CA 92718",Destination,92718,IRVINE,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/28/2023,6/30/2023
BaseTender-2162748,0,2162748,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/8/2023,7/10/2023
BaseTender-2162749,0,2162749,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/22/2023,7/24/2023
BaseTender-2162750,0,2162750,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,9/3/2023,9/5/2023
BaseTender-2162752,0,2162752,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/29/2023,7/31/2023
BaseTender-2162753,0,2162753,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/25/2023,8/28/2023
BaseTender-2162754,0,2162754,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/19/2023,8/21/2023
BaseTender-2162755,0,2162755,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,9/9/2023,9/11/2023
BaseTender-2162756,0,2162755,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/5/2023,8/7/2023
BaseTender-2162757,0,2162757,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,8/12/2023,8/14/2023
BaseTender-2162758,0,2162758,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,9/23/2023,9/25/2023
BaseTender-2162759,0,2162759,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK USA-TEMPE 2625 S Roosevelt #101 Tempe, AZ 85282",Destination,85282,TEMPE,AZ,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,9/16/2023,9/18/2023
BaseTender-2162787,0,2162787,REF,"Amalgamated Sugar-Brighton 701 North Main Street Brighton, CO 80601",Origin,2157157,BRIGHTON,CO,USA,Weight,42670,"TOPCO/AFFILIATED FOODS-AMARILL 1401 W Farmers Ave Amarillo, TX 79118",Destination,79118,AMARILLO,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/22/2023,6/23/2023
BaseTender-2162788,0,2162788,REF,"Amalgamated Sugar-Brighton 701 North Main Street Brighton, CO 80601",Origin,80601,BRIGHTON,CO,USA,Weight,41820.5,"TOPCO/AFFILIATED FOODS-AMARILL 1401 W Farmers Ave Amarillo, TX 79118",Destination,79118,AMARILLO,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/22/2023,6/23/2023
BaseTender-2162794,0,2162794,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,43957.99,"KROGER-LAYTON/SMITH'S (RETAIL) 500 N Sugar St Layton, UT 84041",Destination,84041,ST LAYTON,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/27/2023,6/27/2023
BaseTender-2162795,0,2162795,REF,"Amalgamated Sugar-Nyssa 105 East Main Street Nyssa, OR 97913",Origin,97913,NYSSA,OR,USA,Weight,42384.49,"KROGER-LAYTON/SMITH'S (RETAIL) 500 N Sugar St Layton, UT 84041",Destination,84041,ST LAYTON,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/23/2023,6/23/2023
BaseTender-2163025,0,2163025,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43176,"TOPCO/STATER BROS-SAN BERNARDI 311 S Tippecanoe Ave San Bernardino, CA 92408",Destination,92408,SAN BERNADINO,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/1/2023,7/3/2023
BaseTender-2163051,0,2163051,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"Central California Baking Co. 701 Industrial Drive Exeter, CA 93221",Destination,93221,EXETER,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/26/2023,6/28/2023
BaseTender-2163353,0,2163353,REF,"Amalgamated Sugar-Brighton 701 North Main Street Brighton, CO 80601",Origin,80601,BRIGHTON,CO,USA,Weight,42670,"TOPCO/AFFILIATED FOODS-AMARILL 1401 W Farmers Ave Amarillo, TX 79118",Destination,79118,AMARILLO,TX,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/26/2023,6/27/2023
BaseTender-2163426,0,2163426,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"BAKEMARK- SPOKANE 4616 S BEN FRANKLIN LAN SPOKANE, WA 99224",Destination,99224,SPOKANE,WA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/27/2023,6/28/2023
BaseTender-2163505,0,2163505,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"DAWN FOOD PRODUCTS-SLC 1136 S3600 W Ste 600 Salt Lake City, UT 84104",Destination,84104,SALT LAKE CITY,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/9/2023,7/10/2023
BaseTender-2163506,0,2163506,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"DAWN FOOD PRODUCTS-SLC 1136 S3600 W Ste 600 Salt Lake City, UT 84104",Destination,84104,SALT LAKE CITY,UT,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/23/2023,7/24/2023
BaseTender-2163513,0,2163513,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/3/2023,7/3/2023
BaseTender-2163514,0,2163514,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/5/2023,7/5/2023
BaseTender-2163515,0,2163515,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/6/2023,7/6/2023
BaseTender-2163516,0,2163516,REF,"Spreckels Sugar-Brawley 395 West Keystone Road Brawley, CA 92227",Origin,92227,BRAWLEY,CA,USA,Weight,43775,"LEE KUM KEE (USA) FOODS-14515 14515 Don Julian Road City Of Industry, CA 91746",Destination,91746,CITY OF INDUSTRY,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/7/2023,7/7/2023
BaseTender-2163527,0,2163527,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KAGOME INC-LOS BANOS 333 Johnson Rd Los Banos, CA 93635",Destination,93635,LOS BANOS,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,6/29/2023,6/30/2023
BaseTender-2163529,0,2163529,REF,"Amalgamated Sugar-Nampa 138 West Karcher Road 16201 Northside Blvd Nampa, ID 83687",Origin,83687,NAMPA,ID,USA,Weight,43775,"KAGOME INC-LOS BANOS 333 Johnson Rd Los Banos, CA 93635",Destination,93635,LOS BANOS,CA,USA,Bill To,"National Sugar Marketing Cooperative, Inc. 100 Galleria Pkwy SE Suite 1400 Atlanta, GA 30339",30339,ATLANTA,GA,USA,7/5/2023,7/6/2023
